cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id,question_id,createddate,timestamp
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,2016-09-07,2016-09-13,Google Consumer Surveys,B,231,lv,0.001269,21.6,44.62,14.61,29.19523,53.30259,10.51115,45778,71462,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-08-19,2016-09-08,Ipsos,A-,171,lv,0.001266,27.75,55.65,NA,27.42839,56.52973,NA,45665,71234,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-05-12,2016-05-15,Data Targeting,NA,997,rv,0.0012567,31,34,NA,36.26669,39.14683,NA,44089,65970,5/20/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,2016-05-11,2016-05-15,Bellwether Research & Consulting,NA,600,rv,0.0012521,31,40,NA,32.64108,43.45075,NA,44165,66087,5/31/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-04,2016-09-08,Ipsos,A-,1106,lv,0.0012411,39,36.8,8.1,41.47301,40.12147,5.009022,45713,71347,9/12/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,2016-08-09,2016-09-01,SurveyMonkey,C-,2543,rv,0.0012389,37,40,13,39.18631,45.44074,5.949005,45377,70583,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,2016-09-21,2016-09-26,Google Consumer Surveys,B,560,lv,0.0012386,34.39,31.95,9.23,41.61463,40.33745,5.563149,46258,72317,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Hawaii,2016-08-24,2016-08-30,Google Consumer Surveys,B,85,lv,0.0012365,41.35,23.55,4.8,49.40088,33.45441,0.4850089,45500,70818,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,2016-09-21,2016-09-26,Google Consumer Surveys,B,613,lv,0.0012331,32.56,41.32,5.64,39.69085,49.57255,1.97315,46261,72320,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-09-07,2016-09-13,Google Consumer Surveys,B,217,lv,0.0012302,23.7,45.78,4.3,31.46677,54.69252,0.2011516,45771,71455,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,2016-09-09,2016-09-22,Ipsos,A-,428,lv,0.0012285,41.65,47.86,NA,41.37146,48.17638,NA,46057,72049,9/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,2016-08-19,2016-09-08,Ipsos,A-,189,lv,0.001227,52.06,32.89,NA,51.62932,33.82213,NA,45657,71226,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-20,2016-09-26,CVOTER International,C+,1174,lv,0.0012263,47.45,47.66,NA,46.10351,44.90293,NA,46171,72226,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,2016-08-19,2016-09-08,Ipsos,A-,302,lv,0.0012197,44.55,48.91,NA,44.63342,50.01545,NA,45676,71245,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-30,2016-10-06,USC Dornsife/LA Times,NA,2632,lv,0.0012128,43.58,46.21,NA,45.06857,44.70334,NA,46542,72773,10/7/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,2016-05-10,2016-05-12,Public Opinion Strategies,B,600,lv,0.0012128,43,31,NA,42.9357,34.14396,NA,44149,66062,5/27/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-07-29,2016-08-18,Ipsos,A-,115,lv,0.0012109,43.98,41.45,NA,40.68931,40.29388,NA,44968,69001,8/24/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,2016-08-19,2016-09-08,Ipsos,A-,294,lv,0.001205,38.27,51.62,NA,37.25988,51.82628,NA,45654,71223,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,2016-09-21,2016-09-26,Google Consumer Surveys,B,494,lv,0.0012047,37.8,33.82,10.52,45.13416,42.365,6.85315,46237,72296,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-08-31,2016-09-06,Google Consumer Surveys,B,93,lv,0.0011887,22.99,52.23,5.48,30.84434,61.49186,1.196806,45488,70806,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-08,2016-10-10,The Times-Picayune/Lucid,NA,1625,lv,0.0011836,44,37,7,44.82273,42.59668,3.296581,46744,73057,10/11/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-09-07,2016-09-13,Google Consumer Surveys,B,207,lv,0.0011811,27.78,35.62,12.76,35.49093,44.45768,8.661152,45775,71459,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,District of Columbia,2016-08-24,2016-08-30,Google Consumer Surveys,B,67,lv,0.0011762,44.27,25.62,9.98,52.55786,35.8923,5.665009,45686,71255,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,2016-08-26,2016-09-08,Ipsos,A-,361,lv,0.0011748,33.97,52.69,NA,33.56062,53.24208,NA,45663,71232,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maine,2016-08-24,2016-08-30,Google Consumer Surveys,B,104,lv,0.0011742,47.02,17.28,15.58,55.13604,27.28556,11.26501,45510,70828,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,2016-05-24,2016-05-24,Gravis Marketing,B-,1728,rv,0.001173,44,38,6,46.37057,41.387,2.9333649999999998,44151,66111,6/2/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Iowa,2016-08-19,2016-09-08,Ipsos,A-,327,lv,0.0011713,41.39,43.91,NA,41.22131,44.98979,NA,45653,71222,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-03,2016-09-07,Ipsos,A-,1101,lv,0.0011586,40,34.8,7.6,42.48468,38.1667,4.473965,45714,71348,9/12/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Carolina,2016-08-09,2016-09-01,SurveyMonkey,C-,2552,rv,0.0011582,40,41,10,42.00803,46.13603,2.949005,45375,70581,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,2016-08-09,2016-09-01,SurveyMonkey,C-,2861,rv,0.0011575,41,38,12,43.08788,43.27251,4.949005,45380,70586,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-08-19,2016-09-08,Ipsos,A-,273,lv,0.0011566,43.35,40.55,NA,43.00318,41.37525,NA,45666,71235,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Ohio,2016-09-16,2016-09-22,Ipsos,A-,407,lv,0.0011558,46.34,42.88,NA,46.11437,43.18637,NA,46087,72079,9/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alaska,2016-08-24,2016-08-30,Google Consumer Surveys,B,87,lv,0.0011528,30.84,29.36,14.66,38.78653,39.10241,10.34501,45490,70808,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Idaho,2016-08-31,2016-09-06,Google Consumer Surveys,B,187,lv,0.0011442,24.67,35.73,9.14,32.56256,45.04639,4.856806,45452,70770,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,2016-09-21,2016-09-26,Google Consumer Surveys,B,568,lv,0.0011313,36.14,33.29,10.73,43.33973,41.64164,7.063149,46249,72308,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nevada,2016-07-22,2016-07-24,Rasmussen Reports/Pulse Opinion Research,C+,750,lv,0.0011241,38,43,8,41.19553,47.22902,4.855957,44681,68233,7/25/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-08-04,2016-08-11,RAND (American Life Panel),B-,393,lv,0.0011201,46.4,44,NA,45.03382,48.32713,NA,46765,73123,10/12/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-09-07,2016-09-13,Google Consumer Surveys,B,219,lv,0.0011184,42.32,28.46,12.52,50.12118,37.41864,8.421152,45774,71458,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Massachusetts,2016-09-14,2016-09-20,Google Consumer Surveys,B,435,lv,0.0011147,50.03,23.57,8.11,58.08984,32.77374,4.202917,45967,71854,9/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-04,2016-10-06,The Times-Picayune/Lucid,NA,2262,lv,0.0011099,45,35,7,46.14612,40.57381,3.059882,46549,72783,10/7/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Indiana,2016-08-26,2016-09-08,Ipsos,A-,351,lv,0.0011027,32.07,55.94,NA,30.92965,55.74752,NA,45652,71221,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Mexico,2016-08-19,2016-09-08,Ipsos,A-,106,lv,0.0011016,38.01,47.6,NA,34.94692,45.7563,NA,45669,71238,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-06-27,2016-06-28,Public Policy Polling,B+,853,v,0.0011006,45,41,5,47.92172,45.66634,2.350364,44462,67526,6/30/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-10-07,2016-10-09,The Times-Picayune/Lucid,NA,1615,lv,0.0010767,45,37,6,45.89339,42.59637,2.235916,46683,72982,10/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,2016-08-19,2016-09-08,Ipsos,A-,428,lv,0.0010738,45.75,40.14,NA,45.70881,41.37571,NA,45646,71215,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,2016-09-02,2016-09-15,Ipsos,A-,539,lv,0.0010738,39.99,47.77,NA,39.6628,48.08127,NA,45840,71604,9/16/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-02,2016-09-06,Ipsos,A-,1084,lv,0.00107,41.3,34,8.2,43.79376,37.41209,5.049376,45715,71349,9/12/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,2016-09-14,2016-09-20,Google Consumer Surveys,B,355,lv,0.0010698,43.47,26.86,8.3,50.9509,35.30811,4.392917,45968,71855,9/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-06-19,2016-06-23,NBC News/Wall Street Journal,A-,1000,rv,0.0010661,39,38,10,42.78236,45.25493,5.073336,44406,67385,6/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oregon,2016-09-14,2016-09-20,Google Consumer Surveys,B,373,lv,0.0010657,40.19,28.11,7.93,47.93644,36.90468,4.022917,45985,71872,9/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,2016-08-24,2016-08-30,Google Consumer Surveys,B,69,lv,0.0010655,50.15,18.1,8.18,58.27954,28.12653,3.865009,45536,70921,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Carolina,2016-08-09,2016-09-01,SurveyMonkey,C-,894,rv,0.0010612,38,45,10,39.91607,49.97884,2.949005,45382,70588,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,2016-09-07,2016-09-13,Google Consumer Surveys,B,258,lv,0.0010566,26.43,45.38,8.35,33.85781,53.8382,4.251152,45760,71444,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-29,2016-10-05,USC Dornsife/LA Times,NA,2489,lv,0.0010526,42.58,46.6,NA,44.15308,45.04826,NA,46521,72732,10/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,2016-09-21,2016-09-26,Google Consumer Surveys,B,672,lv,0.0010516,40.71,27.62,6.85,48.07993,36.21646,3.18315,46282,72341,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,2016-09-02,2016-09-15,Ipsos,A-,880,lv,0.0010515,48.91,33.46,NA,49.66814,34.98586,NA,45859,71623,9/16/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kansas,2016-09-07,2016-09-13,Google Consumer Surveys,B,283,lv,0.0010469,37.26,28.56,8.3,45.05548,37.51101,4.201152,45758,71442,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Oklahoma,2016-08-19,2016-09-08,Ipsos,A-,313,lv,0.0010453,33.33,52.43,NA,32.15171,52.36312,NA,45673,71242,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,West Virginia,2016-08-12,2016-09-01,Ipsos,A-,142,lv,0.0010444,37.84,54.98,NA,37.73473,56.46961,NA,45317,69698,9/4/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-07-25,2016-07-27,RAND (American Life Panel),B-,969,lv,0.0010367,50.3,34,NA,49.44423,38.09203,NA,46763,73121,10/12/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,2016-08-26,2016-09-08,Ipsos,A-,364,lv,0.0010364,53.93,29.58,NA,54.03125,30.63316,NA,45658,71227,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,2016-08-12,2016-09-01,Ipsos,A-,526,lv,0.0010347,52.18,32.11,NA,52.1836,33.59545,NA,45295,69676,9/4/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,2016-09-21,2016-09-26,Google Consumer Surveys,B,516,lv,0.0010315,37.28,29.9,8.21,44.58727,38.40633,4.54315,46256,72315,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-07,2016-09-08,Gravis Marketing,B-,2348,lv,0.0010275,43,40,7,44.08023,40.90703,4.625867,45702,71302,9/11/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-19,2016-09-25,CVOTER International,C+,1052,lv,0.0010198,47.81,47.14,NA,46.51171,44.35591,NA,46045,72025,9/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Washington,2016-08-26,2016-09-08,Ipsos,A-,502,lv,0.0010095,45.05,37.02,NA,45.06541,38.13007,NA,45681,71250,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,2016-07-24,2016-07-24,Landmark Communications,B,500,lv,0.0010036000000000001,44.2,45.5,5.2,45.63765,48.62222,2.461242,44682,68234,7/25/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-01,2016-09-05,Ipsos,A-,1083,lv,0.0010032,39.7,37.8,8.3,42.198480000000004,41.25226,5.142262,45395,70632,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Missouri,2016-08-05,2016-08-06,Remington,NA,1280,lv,0.0010001,42,44,5,43.92909,46.83338,2.571778,44797,68595,8/8/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Montana,2016-08-31,2016-09-06,Google Consumer Surveys,B,157,lv,0.001,29.85,32.2,9.18,37.81114,41.61424,4.896806,45465,70783,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-05-11,2016-05-16,McLaughlin & Associates,C-,1000,lv,9.962e-4,46,42,NA,45.5003,42.78754,NA,44083,65959,5/19/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Tennessee,2016-08-26,2016-09-08,Ipsos,A-,413,lv,9.881e-4,27.91,48.53,NA,28.14577,49.72838,NA,45677,71246,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,2016-08-31,2016-09-06,Google Consumer Surveys,B,59,lv,9.788e-4,35.35,34.63,5.52,43.25976,43.97094,1.236806,45480,70798,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2016-08-24,2016-08-30,Google Consumer Surveys,B,73,lv,9.773e-4,32.92,22.15,13.01,41.14111,32.31868,8.695009,45520,70905,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,2016-05-31,2016-06-02,"Mason-Dixon Polling & Research, Inc.",B+,625,lv,9.738e-4,45,42,6,46.33254,45.84514,2.833087,44188,66151,6/3/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-06,2016-09-08,Morning Consult,NA,1710,lv,9.738e-4,41,39,10,44.71453,43.80273,5.028428,45692,71276,9/11/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Maryland,2016-04-05,2016-04-09,Marist College,A,2563,rv,9.733e-4,63,27,NA,61.27786,30.8975,NA,36787,59659,4/18/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,2016-08-09,2016-09-01,SurveyMonkey,C-,2428,rv,9.655e-4,39,38,13,41.21455,43.48902,5.949005,45364,70570,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,North Dakota,2016-08-24,2016-08-30,Google Consumer Surveys,B,63,lv,9.638e-4,21.39,48.83,8.57,29.40956,58.68579,4.255009,45518,70903,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Louisiana,2016-08-19,2016-09-08,Ipsos,A-,342,lv,9.584e-4,33.24,59.91,NA,33.50489,61.19855,NA,45656,71225,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Rhode Island,2016-08-17,2016-08-23,Google Consumer Surveys,B,73,lv,9.558e-4,44.22,18.48,11.35,52.37044,29.08823,7.06737,45579,70964,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Jersey,2016-09-21,2016-09-26,Google Consumer Surveys,B,605,lv,9.486e-4,37.55,35.87,7.41,44.8982,44.4352,3.74315,46265,72324,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Alabama,2016-08-19,2016-09-08,Ipsos,A-,367,lv,9.484e-4,42.33,50.6,NA,42.22292,51.48626,NA,45641,71210,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-08-31,2016-09-04,Ipsos,A-,1090,lv,9.475e-4,40.8,37.9,7.7,43.30346,41.3989,4.527693,45396,70633,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Illinois,2016-09-02,2016-09-08,Ipsos,A-,460,lv,9.458e-4,51.65,33.86,NA,51.82844,34.908,NA,45651,71220,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,2016-09-21,2016-09-26,Google Consumer Surveys,B,734,lv,9.434e-4,35.11,35.75,8.86,42.30906,44.10067,5.19315,46272,72331,9/28/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arkansas,2016-08-31,2016-09-06,Google Consumer Surveys,B,189,lv,9.419e-4,33.78,40.6,8.1,41.48798,49.65305,3.816806,45442,70760,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,2016-09-14,2016-09-20,Google Consumer Surveys,B,543,lv,9.35e-4,30.02,44.88,6.65,37.31667,53.08765,2.742917,45958,71845,9/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Arizona,2016-06-20,2016-06-20,MBQF,C+,1060,lv,9.332e-4,46.5,42.2,NA,45.87049,44.21188,NA,44392,67341,6/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,South Dakota,2016-08-24,2016-08-30,Google Consumer Surveys,B,84,lv,0.00093000000000000005,27.93,38.56,7.03,35.79986,48.18339,2.715009,45531,70916,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Georgia,2016-08-09,2016-09-01,SurveyMonkey,C-,2034,rv,9.223e-4,39,40,12,40.9072,44.96368,4.949005,45352,70558,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-28,2016-10-04,USC Dornsife/LA Times,NA,2369,lv,9.221e-4,42.93,46.53,NA,44.59066,44.92499,NA,46457,72655,10/5/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Pennsylvania,2016-09-09,2016-09-15,Ipsos,A-,423,lv,9.221e-4,46.11,43.81,NA,46.09586,44.41397,NA,45866,71630,9/16/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-18,2016-09-24,CVOTER International,C+,1022,lv,9.218e-4,48.52,46.17,NA,47.24973,43.37041,NA,46052,72034,9/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Colorado,2016-08-26,2016-09-08,Ipsos,A-,417,lv,9.179e-4,40.5,43.29,NA,39.66087,43.51546,NA,45645,71214,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,2016-09-07,2016-09-13,Google Consumer Surveys,B,368,lv,9.171e-4,32.16,43.82,5.67,39.80578,52.57035,1.571151,45759,71443,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-17,2016-09-23,CVOTER International,C+,1091,lv,9.154e-4,48.41,46.72,NA,47.15333,43.91771,NA,46051,72033,9/26/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Mississippi,2016-08-12,2016-09-01,Ipsos,A-,150,lv,9.147e-4,30.33,58.52,NA,30.71102,60.17878,NA,45299,69680,9/4/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Minnesota,2016-08-26,2016-09-08,Ipsos,A-,517,lv,9.079e-4,41.56,31.31,NA,41.00372,31.8025,NA,45661,71230,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,2016-09-14,2016-09-20,Google Consumer Surveys,B,616,lv,9.064e-4,36.26,36.84,7.64,43.75027,45.30035,3.732917,45993,71880,9/22/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Delaware,2016-08-24,2016-08-30,Google Consumer Surveys,B,99,lv,9.022e-4,34.1,31.69,9.61,41.81232,41.06881,5.295009,45497,70815,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Kentucky,2016-08-19,2016-09-08,Ipsos,A-,409,lv,8.949e-4,37.01,53.27,NA,37.15436,54.55228,NA,45655,71224,9/10/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-08-30,2016-09-03,Ipsos,A-,1092,lv,8.91e-4,40.4,36.5,8.8,42.90602,40.04287,5.619569,45397,70634,9/6/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-09-06,2016-09-07,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,8.846e-4,43,39,9,45.88326,42.63607,5.504815,45426,70733,9/8/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Connecticut,2016-09-07,2016-09-13,Google Consumer Surveys,B,304,lv,8.837e-4,41.81,26.44,8.75,49.7209,35.5457,4.651152,45748,71432,9/14/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2016-06-24,2016-06-29,IBD/TIPP,A-,837,rv,8.833e-4,37,36,9,43.07609,41.92303,4.123147,44483,67619,6/30/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Vermont,2016-08-17,2016-08-23,Google Consumer Surveys,B,87,lv,8.753e-4,42.83,11.42,10.43,50.83111,21.76888,6.14737,45586,70971,9/9/16,09:24:53  8 Nov 2016
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Nebraska,2016-08-31,2016-09-06,Google Consumer Surveys,B,248,lv,8.738e-4,27.38,40.91,9.21,35.22256,50.15506,4.926806,45468,70786,9/9/16,09:24:53  8 Nov 2016
