cluster	men2012	women2012	paperN	label	men1990_2012	women1990_2012	men1989	women1989	men1900	women1900	men1901_1910	women1901_1910	men1911_1920	women1911_1920	men1921_1930	women1921_1930	men1931_1940	women1931_1940	men1941_1950	women1941_1950	men1951_1960	women1951_1960	men1961_1970	women1961_1970	men1971_1980	women1971_1980	men1981_1990	women1981_1990	men1991_2000	women1991_2000	men2001_2010	women2001_2010	men2011_2020	women2011_2020	men2010	women2010	firstM1901_1910	firstF1901_1910	firstM1911_1920	firstF1911_1920	firstM1921_1930	firstF1921_1930	firstM1931_1940	firstF1931_1940	firstM1941_1950	firstF1941_1950	firstM1951_1960	firstF1951_1960	firstM1961_1970	firstF1961_1970	firstM1971_1980	firstF1971_1980	firstM1981_1990	firstF1981_1990	firstM1991_2000	firstF1991_2000	firstM2001_2010	firstF2001_2010	firstM2011_2020	firstF2011_2020	lastM1901_1910	lastF1901_1910	lastM1911_1920	lastF1911_1920	lastM1921_1930	lastF1921_1930	lastM1931_1940	lastF1931_1940	lastM1941_1950	lastF1941_1950	lastM1951_1960	lastF1951_1960	lastM1961_1970	lastF1961_1970	lastM1971_1980	lastF1971_1980	lastM1981_1990	lastF1981_1990	lastM1991_2000	lastF1991_2000	lastM2001_2010	lastF2001_2010	firstM2012	firstF2012	lastM2012	lastF2012	firstM1900	firstF1900	lastM1900	lastF1900
2:5:1:4	1262	606	527	Anergy ad tolerance	1188	583	74	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	1	93	33	523	224	633	334	5	13	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	22	10	74	46	68	45	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	24	4	109	28	131	30	169	104	267	63	0	0	0	0
2:5:1:5	809	317	420	Nonobese diabetic mouse	600	264	209	53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	63	13	161	46	356	156	224	98	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	22	4	34	11	53	30	29	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	1	39	9	85	27	50	16	141	60	193	56	0	0	0	0
2:05:02	4139	1698	1819	Immune signaling \t	3193	1348	946	350	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	1	50	9	1034	379	1956	750	1076	547	13	12	3	3	0	0	0	0	0	0	1	0	0	0	1	0	4	1	18	2	218	69	300	134	130	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	2	250	44	471	69	227	53	672	281	966	168	0	0	0	0
2:5:2:1	1595	644	687	Cytokines	1416	590	179	54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	225	63	876	300	491	280	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	56	12	124	49	55	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	3	205	27	111	24	237	94	380	54	0	0	0	0
2:5:2:2	1282	517	598	Interleukins and CSF	562	243	720	274	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	43	9	756	284	371	170	107	53	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	2	1	15	2	151	50	64	30	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	2	173	37	100	18	26	4	246	92	313	61	0	0	0	0
2:05:03	1837	556	1073	Antibody diversity	562	214	1275	342	0	0	0	0	0	0	0	0	1	0	7	1	17	6	238	33	367	81	698	237	362	127	147	71	0	0	27	10	0	0	0	0	0	0	1	0	3	0	10	0	97	8	115	28	158	55	61	29	20	11	0	0	0	0	0	0	0	0	0	0	2	1	5	1	89	13	127	14	195	40	92	21	32	6	465	131	542	96	0	0	0	0
2:05:04	1569	581	839	Major histocompatibility complex	298	153	1271	428	0	0	0	0	0	0	0	0	0	0	0	0	1	2	95	26	398	94	818	336	159	63	98	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	8	115	25	167	82	39	14	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	9	129	16	233	36	44	8	13	9	377	137	449	79	0	0	0	0
2:05:05	1385	500	613	Tumor necrosis factor	1102	436	283	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28	5	340	79	586	221	428	195	1	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	67	14	103	33	55	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	95	10	137	24	88	16	237	75	330	50	0	0	0	0
2:05:06	760	220	542	Interferon responses	173	68	587	152	0	0	0	0	0	0	0	0	0	0	0	0	4	1	126	14	232	71	240	70	111	38	47	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	47	4	65	23	56	16	28	5	8	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	40	6	75	14	69	8	29	5	13	2	206	56	228	35	0	0	0	0
2:05:07	857	301	397	Tyrosine kinases	714	255	143	46	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	2	168	52	469	156	202	90	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	16	67	38	29	10	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	38	10	133	13	51	11	135	64	231	34	0	0	0	0
2:06	7049	1603	6447	Transcription and translation	609	259	6440	1344	4	0	4	0	4	0	7	0	17	3	94	19	500	94	2643	457	2290	494	956	301	341	141	185	92	4	2	13	7	3	0	4	0	7	0	11	2	50	10	282	29	1192	179	839	194	292	98	78	32	48	24	1	0	1	0	0	0	0	0	6	1	34	7	151	48	992	158	920	128	343	77	106	34	60	14	2811	568	2614	467	4	0	0	0
2:06:01	5266	1141	4616	Classical work on protein synthesis    	395	179	4871	962	0	0	2	0	1	0	2	0	8	0	37	4	311	50	2177	353	1711	346	677	225	218	91	122	72	0	0	13	7	1	0	1	0	2	0	6	0	20	1	175	14	963	131	613	138	205	65	48	21	31	19	0	0	1	0	0	0	0	0	2	0	13	1	94	23	816	120	683	82	244	62	69	25	37	10	2065	389	1959	323	0	0	0	0
2:06:02	527	131	400	Chromatin structure	82	35	445	96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	4	243	58	177	38	50	17	21	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	2	89	30	54	13	8	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	100	10	56	7	17	1	8	3	175	50	195	23	0	0	0	0
2:06:03	340	115	450	Organelle DNA	14	7	326	108	2	0	0	0	0	0	0	0	0	0	5	0	7	3	160	48	137	50	20	8	4	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	3	73	28	61	16	6	2	3	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	63	13	51	21	8	3	1	2	1	0	154	50	129	39	2	0	0	0
2:07	5547	1267	6178	Cell physiology	706	246	4841	1021	8	0	3	1	10	0	35	13	60	8	87	11	604	119	1643	303	1674	352	759	235	390	121	274	104	0	0	5	3	2	0	8	0	22	8	41	7	54	7	348	56	841	131	705	142	286	87	140	22	66	27	0	0	1	1	2	0	12	3	16	1	27	3	179	51	571	113	619	116	279	61	121	42	73	19	2521	487	1900	410	8	0	0	0
2:08	24053	10419	10808	Virology	18600	8790	5453	1629	0	0	0	0	2	0	1	1	3	0	5	3	12	5	134	49	1064	260	4995	1571	10674	4444	7030	3996	133	90	119	64	0	0	1	0	1	1	1	0	4	1	9	2	64	10	337	51	1084	340	1734	679	927	594	12	12	0	0	1	0	0	0	2	0	1	2	2	3	39	19	295	68	1212	210	2250	463	1406	412	4174	1690	5229	1180	0	0	0	0
2:08:01	11918	4966	4485	HIV/AIDS	9870	4326	2048	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	61	20	2479	787	6057	2387	3272	1735	47	36	50	24	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	8	464	141	928	333	390	235	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	4	543	92	1184	210	634	155	1803	722	2393	461	0	0	0	0
2:8:1:1	618	210	336	T-cell leukemias	121	47	497	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	4	495	165	68	28	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	96	19	12	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	114	19	16	6	7	0	120	26	147	26	0	0	0	0
2:8:1:2	806	329	292	HIV drug resistance	712	309	94	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	141	32	537	237	125	57	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	2	76	32	16	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	4	114	12	27	4	122	46	180	20	0	0	0	0
2:8:1:3	652	306	214	HIV population dynamics	650	305	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	351	142	299	163	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	12	38	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	59	13	58	16	95	30	118	29	0	0	0	0
2:8:1:5	726	374	222	HIV progression	710	372	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	479	195	231	177	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	58	30	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	91	7	38	20	79	52	133	27	0	0	0	0
2:08:02	1545	721	821	Hepatitis C	1423	691	122	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	27	2	109	31	703	297	692	387	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	1	21	12	104	35	83	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	0	28	3	163	32	160	37	220	96	361	73	0	0	0	0
2:08:03	1168	384	737	Hepatitis B	439	199	729	185	0	0	0	0	0	0	0	0	0	0	0	0	2	1	24	8	344	75	387	110	266	105	145	85	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12	1	96	11	95	24	57	13	28	15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	3	88	16	102	13	55	15	31	10	289	64	284	58	0	0	0	0
2:08:04	1116	391	502	Vaccinia virus	725	301	391	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	28	5	402	92	462	181	219	110	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	2	92	19	86	33	31	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	101	21	107	20	46	6	219	70	265	47	0	0	0	0
2:08:05	754	340	453	Eppstein-Barr virus	328	196	426	144	0	0	0	0	0	0	1	0	0	0	0	0	1	0	34	24	152	49	250	80	186	87	130	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	17	3	50	8	61	17	36	10	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	43	14	77	12	46	15	35	11	184	56	208	63	0	0	0	0
2:08:06	862	351	509	Herpes simplex virus	470	239	392	112	0	0	0	0	0	0	0	0	1	0	3	1	3	0	7	2	117	37	282	81	301	141	148	89	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	1	36	10	81	18	57	29	19	21	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	0	36	8	94	9	93	20	58	15	200	79	287	53	0	0	0	0
2:08:07	1500	697	785	Cytomegaloviruses	787	451	713	246	0	0	0	0	0	0	0	1	0	0	1	1	1	0	20	4	233	46	475	205	526	264	238	173	6	3	10	3	0	0	0	0	0	1	0	0	1	0	1	0	10	3	81	6	117	55	86	45	41	28	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	57	15	118	39	125	33	54	25	338	138	359	113	0	0	0	0
2:09	4552	1813	2734	DNA sequencing	2180	1041	2372	772	0	0	0	0	5	0	1	0	13	0	14	1	38	9	111	30	735	198	1684	618	1373	642	564	307	14	8	7	9	0	0	3	0	1	0	6	0	10	1	21	2	53	10	223	58	425	143	266	142	62	61	3	0	0	0	2	0	0	0	6	0	3	0	9	6	34	14	227	33	470	95	359	83	124	26	1073	417	1236	257	0	0	0	0
3	117268	12613	128131	Economics	59680	9462	57588	3151	96	0	72	5	182	11	338	14	880	75	1679	69	3670	166	8416	295	19003	686	26183	2137	28696	3848	27370	5168	683	139	2139	498	68	5	166	11	322	11	795	59	1529	56	3241	137	6888	212	13726	426	16996	1302	16810	2190	14091	2440	323	52	4	0	7	0	13	3	67	15	122	13	352	26	1334	71	4320	217	7273	642	8795	1192	8847	1737	75046	6901	31349	3966	91	0	3	0
3:01	23514	2750	25329	Theoretical economics	13270	2123	10244	627	22	0	11	0	34	3	46	4	153	8	308	6	626	26	1110	38	2917	118	5694	494	6499	903	5963	1133	131	17	416	83	11	0	33	3	45	4	145	6	282	3	557	25	934	23	2164	68	3811	321	3993	553	3183	569	72	7	0	0	1	0	1	0	7	2	22	3	54	1	153	15	630	43	1551	144	1947	266	1977	400	15252	1582	6382	880	22	0	0	0
3:10	7721	659	6662	Agricultural economics	3367	442	4354	217	3	0	1	0	0	0	13	0	31	2	81	1	340	10	793	21	1352	36	1955	162	1880	225	1249	198	23	4	80	16	1	0	0	0	13	0	24	2	70	1	275	9	644	14	858	23	1072	82	878	116	513	87	8	1	0	0	0	0	0	0	6	0	7	0	55	1	132	6	370	10	638	53	643	66	426	50	4357	335	2286	187	1	0	0	0
3:10:01	2604	240	1975	Agricultural planning	1370	180	1234	60	3	0	0	0	0	0	2	0	13	0	6	1	55	1	140	3	401	9	705	53	696	81	566	90	17	2	36	5	0	0	0	0	2	0	10	0	6	1	40	1	102	1	231	9	339	27	285	36	215	36	6	1	0	0	0	0	0	0	2	0	0	0	12	0	36	2	120	0	254	20	242	23	178	24	1237	112	850	69	1	0	0	0
3:10:1:1	602	25	465	Farming risk	116	7	486	18	0	0	0	0	0	0	0	0	0	0	0	0	28	1	92	2	197	4	184	11	61	2	38	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	65	0	97	4	86	2	28	0	15	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	25	2	70	0	69	7	19	1	11	1	311	9	201	11	0	0	0	0
3:10:1:2	698	85	477	Soil management	429	69	269	16	3	0	0	0	0	0	0	0	1	0	1	0	13	0	11	0	66	2	209	17	238	34	149	31	7	1	8	1	0	0	0	0	0	0	1	0	1	0	9	0	6	0	38	2	99	10	83	13	58	8	2	1	0	0	0	0	0	0	0	0	0	0	4	0	5	0	19	0	75	6	87	10	48	9	298	34	241	25	1	0	0	0
3:10:1:3	328	55	329	Agricultural innovation	177	45	151	10	0	0	0	0	0	0	0	0	2	0	0	0	2	0	12	1	56	1	93	10	80	16	83	27	0	0	0	4	0	0	0	0	0	0	2	0	0	0	1	0	10	1	42	1	49	5	33	7	33	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	11	0	31	4	29	6	32	4	170	28	106	14	0	0	0	0
3:10:02	1272	85	1082	Agricultural markets	439	46	833	39	0	0	0	0	0	0	1	0	4	2	8	0	56	2	127	3	282	8	398	28	293	29	103	13	0	0	7	2	0	0	0	0	1	0	1	2	6	0	45	2	100	2	184	3	226	14	149	15	43	7	0	0	0	0	0	0	0	0	3	0	1	0	10	0	23	1	80	4	142	9	103	8	36	2	755	45	398	24	0	0	0	0
3:10:03	721	47	616	Farmland prices	277	29	444	18	0	0	0	0	0	0	2	0	0	0	5	0	13	0	113	2	105	0	219	16	141	12	123	17	0	0	2	1	0	0	0	0	2	0	0	0	3	0	12	0	94	0	77	0	120	7	71	6	48	8	0	0	0	0	0	0	0	0	0	0	2	0	1	0	18	1	26	0	77	5	45	5	44	4	427	21	213	15	0	0	0	0
3:10:04	631	93	501	Meat production	486	84	145	9	0	0	1	0	0	0	0	0	0	0	2	0	22	1	37	0	30	2	66	6	229	33	243	49	1	2	22	5	1	0	0	0	0	0	0	0	2	0	18	1	31	0	20	1	38	3	104	18	105	19	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	8	1	19	3	88	10	90	15	319	42	215	30	0	0	0	0
3:10:06	494	48	505	Agricultural economic policy	130	28	364	20	0	0	0	0	0	0	0	0	2	0	4	0	14	0	71	2	156	7	124	11	94	24	29	4	0	0	0	0	0	0	0	0	0	0	2	0	3	0	14	0	61	2	108	5	92	7	58	13	19	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	31	2	24	3	22	7	9	0	357	31	94	12	0	0	0	0
3:11	1284	86	1645	Depleteable resources	399	59	885	27	2	0	1	0	0	0	10	0	37	1	17	0	57	0	123	7	369	6	291	14	228	32	149	26	0	0	11	0	1	0	0	0	10	0	34	1	15	0	46	0	104	7	263	4	194	9	151	15	76	16	0	0	0	0	0	0	0	0	3	0	2	0	9	0	18	0	89	2	77	4	61	12	41	6	896	52	300	24	2	0	0	0
3:11:02	508	24	548	Exhaustible resources	88	13	420	11	0	0	0	0	0	0	6	0	4	1	1	0	14	0	34	0	200	3	170	7	54	8	25	5	0	0	0	0	0	0	0	0	6	0	4	1	1	0	13	0	30	0	141	2	106	5	34	5	13	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	48	1	51	2	16	2	7	2	348	15	127	7	0	0	0	0
3:11:03	378	40	408	Fishery economics	175	35	203	5	0	0	0	0	0	0	1	0	0	0	7	0	14	0	28	0	86	1	76	5	98	21	68	13	0	0	7	0	0	0	0	0	1	0	0	0	6	0	13	0	22	0	56	1	48	3	58	10	37	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	26	0	21	1	31	7	21	3	241	24	107	11	0	0	0	0
3:12	839	50	1224	General equilibrium	238	31	601	19	0	0	0	0	1	0	1	0	3	1	34	0	74	0	121	3	239	5	140	12	130	15	95	14	1	0	10	1	0	0	1	0	1	0	3	1	32	0	63	0	98	1	170	4	106	6	87	5	53	7	1	0	0	0	0	0	0	0	0	0	2	0	11	0	20	0	59	1	27	5	30	7	35	4	615	24	184	17	0	0	0	0
3:12:01	285	8	425	Stability of equilibrium	16	1	269	7	0	0	0	0	0	0	1	0	1	1	29	0	56	0	69	1	81	0	34	5	12	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1	28	0	47	0	54	1	56	0	25	2	10	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	13	0	22	0	7	3	1	1	0	0	224	4	53	4	0	0	0	0
3:12:02	236	24	358	Existence of equilibrium	95	18	141	6	0	0	0	0	0	0	0	0	1	0	4	0	11	0	19	0	69	3	41	5	49	8	42	8	0	0	2	0	0	0	0	0	0	0	1	0	3	0	10	0	18	0	54	2	35	3	36	3	25	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	13	1	6	1	10	3	14	2	182	12	46	7	0	0	0	0
3:13	742	55	968	Income distribution	108	20	634	35	0	0	1	0	0	0	0	0	5	0	15	2	55	4	159	7	273	8	135	14	55	9	44	11	0	0	0	1	1	0	0	0	0	0	5	0	14	2	47	4	126	7	214	4	101	10	39	7	22	6	0	0	0	0	0	0	0	0	0	0	1	0	6	0	27	0	46	3	30	3	11	2	15	4	569	40	136	12	0	0	0	0
3:14	787	92	1109	Transition economies	362	62	425	30	0	0	0	0	0	0	6	0	6	0	52	0	87	6	85	8	91	11	133	8	257	40	70	19	0	0	3	1	0	0	0	0	4	0	6	0	46	0	81	2	75	8	73	10	103	5	175	29	52	10	0	0	0	0	0	0	1	0	0	0	6	0	5	4	6	0	16	1	17	3	46	10	12	9	615	64	109	27	0	0	0	0
3:16	528	41	485	Housing markets	148	16	380	25	0	0	0	0	0	0	1	0	3	0	8	0	32	2	73	0	141	10	132	13	79	6	54	10	5	0	2	3	0	0	0	0	1	0	2	0	8	0	24	2	69	0	100	6	86	11	43	5	22	8	2	0	0	0	0	0	0	0	1	0	0	0	7	0	4	0	34	4	38	2	26	1	23	1	357	32	135	8	0	0	0	0
3:17	332	13	447	Economic methodology	48	4	284	9	1	0	2	0	4	0	11	0	13	0	30	0	42	1	42	2	76	1	69	5	30	1	12	3	0	0	3	1	2	0	3	0	11	0	12	0	28	0	42	1	38	2	63	1	63	5	28	1	11	2	0	0	0	0	1	0	0	0	1	0	2	0	0	0	3	0	12	0	6	0	1	0	1	1	302	12	27	1	1	0	0	0
3:01:01	6687	775	7424	Incentives	4510	650	2177	125	5	0	6	0	12	0	10	1	29	3	34	0	87	2	179	5	587	17	1425	111	2054	245	2206	386	53	5	152	29	6	0	12	0	10	1	28	1	29	0	76	2	159	3	450	17	957	76	1299	152	1172	196	25	3	0	0	0	0	0	0	1	2	4	0	7	0	19	2	123	0	396	33	610	72	738	142	4228	451	1918	252	5	0	0	0
3:1:1:1	297	22	281	Vertical integration	146	17	151	5	0	0	0	0	0	0	0	0	0	0	2	0	6	0	9	1	45	0	100	4	94	8	41	9	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	9	0	32	0	77	4	58	5	24	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	0	23	0	30	2	16	3	203	14	78	6	0	0	0	0
3:1:1:10	253	61	236	Executive compensation	228	56	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	31	5	98	19	113	36	7	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	1	56	7	59	14	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	4	31	9	38	17	138	23	84	30	0	0	0	0
3:1:1:11	138	20	167	Principal-agent models	69	13	69	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	18	1	54	7	46	7	18	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13	1	38	1	29	5	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	6	14	2	6	1	93	9	39	9	0	0	0	0
3:1:1:13	125	8	221	Sharecropping	52	5	73	3	1	0	0	0	1	0	0	0	1	0	1	0	7	0	7	0	25	1	33	2	37	3	12	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	7	0	3	0	23	1	21	0	19	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	7	2	13	0	5	2	82	3	31	4	1	0	0	0
3:1:1:14	160	23	180	Contracts	143	21	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	70	8	68	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	42	4	36	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	27	4	27	2	94	14	60	9	0	0	0	0
3:1:1:18	205	28	206	Privitization	175	26	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	21	2	62	14	110	12	2	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	12	2	31	8	49	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	7	0	26	5	41	5	100	16	77	10	0	0	0	0
3:1:1:26	129	13	151	Cotton production	35	6	94	7	2	0	1	0	2	0	0	0	7	0	2	0	2	1	0	0	38	1	41	5	22	2	12	4	0	0	0	1	1	0	2	0	0	0	7	0	2	0	2	1	0	0	33	1	37	3	17	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	5	0	4	1	110	10	18	3	2	0	0	0
3:1:1:3	833	75	747	Auction theory	603	68	230	7	0	0	0	0	0	0	0	0	0	0	4	0	3	0	13	1	62	0	167	6	233	16	344	51	7	1	15	2	0	0	0	0	0	0	0	0	3	0	3	0	12	0	46	0	98	5	136	8	167	17	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	16	0	53	1	83	5	117	26	468	30	273	33	0	0	0	0
3:1:1:33	95	9	152	Fairness	51	6	44	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	17	0	21	3	34	3	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	13	0	17	2	24	2	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	1	8	0	5	1	68	6	20	2	0	0	0	0
3:1:1:7	199	20	182	Tournaments and prizes	153	17	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	54	3	64	3	76	14	1	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	33	2	36	1	44	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	22	2	25	3	118	11	62	6	0	0	0	0
3:01:02	8563	947	9180	Information economics	4556	711	4007	236	7	0	3	0	9	0	13	1	65	1	74	2	226	11	484	15	1157	54	2215	184	2168	297	2094	374	48	8	154	30	3	0	9	0	13	1	61	1	68	0	207	10	400	9	868	25	1455	114	1289	172	1092	185	27	2	0	0	0	0	0	0	3	0	3	2	16	1	75	6	249	26	616	58	677	93	722	132	5499	519	2375	322	7	0	0	0
3:1:2:1	5004	499	5315	Competition and information	2743	366	2261	133	5	0	2	0	3	0	10	1	54	0	48	1	122	6	228	8	599	22	1330	112	1330	154	1232	189	41	6	90	16	2	0	3	0	10	1	51	0	43	0	113	6	196	6	458	10	875	69	799	91	642	92	22	1	0	0	0	0	0	0	2	0	2	1	9	0	31	2	126	11	375	36	406	48	433	72	3219	276	1397	173	5	0	0	0
3:1:2:1:1	164	20	175	Market entry	48	4	116	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	33	4	71	12	39	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	22	0	49	5	26	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	8	4	19	7	13	1	3	0	112	8	46	12	0	0	0	0
3:1:2:1:11	143	19	156	Social learning	135	17	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	12	1	57	5	70	11	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	1	31	4	34	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	22	1	27	5	76	11	54	7	0	0	0	0
3:1:2:1:5	167	13	158	Imperfect information	65	6	102	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	32	2	68	5	44	4	16	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	27	2	45	4	32	1	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	19	1	9	3	4	0	120	9	39	4	0	0	0	0
3:1:2:1:7	145	17	159	Durable goods	78	13	67	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	21	2	42	2	40	5	34	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	17	1	28	2	27	3	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	13	0	11	2	11	0	100	13	40	3	0	0	0	0
3:1:2:1:8	248	15	274	Antitrust	47	8	201	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	26	1	63	0	119	7	26	2	12	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	22	1	56	0	93	7	23	2	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	16	0	3	0	2	2	206	12	32	2	0	0	0	0
3:1:2:2	1688	161	1814	Industry structure	680	111	1008	50	2	0	1	0	1	0	2	0	6	1	15	0	49	3	155	5	405	14	421	32	351	49	279	57	1	0	22	3	1	0	1	0	2	0	5	1	14	0	45	3	120	3	289	6	278	16	211	24	139	29	1	0	0	0	0	0	0	0	1	0	1	0	4	0	28	2	96	6	110	15	109	19	100	17	1108	82	449	59	2	0	0	0
